Cantidad (en UM de inventario),VentaNeta,CodCliente,Número de documento,ItemCode,CodVendedor,Código de almacén de línea,Fecha,Descripción del artículo,CanalDeVenta,Kilombos
5,37605,C76992217,1040811,140202409101,38,B30,25-Aug-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76992217,1040981,140202409101,38,B30,27-Aug-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000665,1042016,140202409101,38,B30,11-Sep-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C7134890,1042280,140202409101,38,B30,15-Sep-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C11635478,1043782,140202409101,38,B30,14-Oct-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37606,T00000339,1044790,140202409101,38,B30,29-Oct-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76992217,1045003,140202409101,38,B30,3-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77227602,1045368,140202409101,38,B30,6-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000339,1045444,140202409101,38,B30,9-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C16823178,1045673,140202409101,38,B30,12-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C7134890,1046107,140202409101,38,B30,19-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C11635478,1046520,140202409101,38,B30,25-Nov-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77227602,1047050,140202409101,38,B30,3-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C16823178,1047377,140202409101,38,B30,7-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000339,1047438,140202409101,38,B30,7-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C7134890,1047392,140202409101,38,B30,7-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000339,1047445,140202409101,38,B30,11-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77137814,1047557,140202409101,38,B30,14-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77210046,1048007,140202409101,38,B30,21-Dec-20,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77227602,1049546,140202409101,38,B30,13-Jan-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77210046,1049926,140202409101,38,B30,19-Jan-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C15179041,1050079,140202409101,38,B30,21-Jan-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C11906471,1050461,140202409101,38,B30,28-Jan-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C16075716,1050496,140202409101,38,B30,29-Jan-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C13749303,1050610,140202409101,38,B30,2-Feb-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77210046,1051457,140202409101,38,B30,19-Feb-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76992217,1052454,140202409101,38,B30,9-Mar-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000339,1053692,140202409101,38,B30,29-Mar-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76992217,1053792,140202409101,38,B30,31-Mar-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C15179041,1054072,140202409101,38,B30,6-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C11635478,1054199,140202409101,38,B30,7-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000339,1054494,140202409101,38,B30,12-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76354840,1054723,140202409101,38,B30,14-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77137814,1055249,140202409101,38,B30,21-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,T00000351,1055857,140202409101,38,B30,29-Apr-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C15179041,1056130,140202409101,38,B30,4-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76354840,1056975,140202409101,38,B30,14-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C18682103,1057236,140202409101,38,B30,18-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77210046,1057245,140202409101,38,B30,18-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,46685,T00000339,1057348,140202409101,38,B30,18-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77233679,1057939,140202409101,38,B30,25-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C76992217,1057872,140202409101,38,B30,25-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C17682898,1057808,140202409101,38,B30,25-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C77210046,1057823,140202409101,38,B30,25-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C15179041,1058181,140202409101,38,B30,27-May-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,37605,C7134890,1059598,140202409101,38,B30,8-Jun-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38865,C77210046,1060672,140202409101,38,B30,17-Jun-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C76354840,1062564,140202409101,38,B30,7-Jul-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C76992217,1062664,140202409101,38,B30,8-Jul-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C76992217,1063567,140202409101,38,B30,20-Jul-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C17682898,1063835,140202409101,38,B30,22-Jul-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C76354840,1065111,140202409101,38,B30,4-Aug-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
5,38866,C11635478,1065914,140202409101,38,B30,12-Aug-21,Cranberry Cubierta Chocolate Leche Bl. 5Kg,Televenta,5
1,5790.745997,C0020,424619,140201408102,38,B34,30-Jun-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 1Kg,Televenta,1
5,38025,T00000591,1040214,140201409102,38,B30,14-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1040433,140201409102,38,B30,18-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C16823178,1040564,140201409102,38,B30,20-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1040649,140201409102,38,B30,21-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1040795,140201409102,38,B30,25-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1041053,140201409102,38,B30,27-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1041209,140201409102,38,B30,31-Aug-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C12861562,1041231,140201409102,38,B30,1-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1041345,140201409102,38,B30,2-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C14359705,1041301,140201409102,38,B30,2-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000374,1041306,140201409102,38,B30,2-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1041472,140201409102,38,B30,3-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1041613,140201409102,38,B30,7-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1041762,140201409102,38,B30,8-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1041762,140201409102,38,B30,8-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1041835,140201409102,38,B30,9-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1041799,140201409102,38,B30,9-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1041929,140201409102,38,B30,10-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1042278,140201409102,38,B30,15-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000374,1042464,140201409102,38,B30,22-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000586,1042664,140201409102,38,B30,24-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1042879,140201409102,38,B30,28-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000591,1042857,140201409102,38,B30,28-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1042967,140201409102,38,B30,29-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1043039,140201409102,38,B30,30-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15393709,1043105,140201409102,38,B30,1-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1043352,140201409102,38,B30,6-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1043421,140201409102,38,B30,7-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000591,1043741,140201409102,38,B30,13-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1043744,140201409102,38,B30,13-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1043745,140201409102,38,B30,13-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1044241,140201409102,38,B30,21-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1044339,140201409102,38,B30,22-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1044544,140201409102,38,B30,27-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1044680,140201409102,38,B30,28-Oct-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1045010,140201409102,38,B30,3-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1045341,140201409102,38,B30,6-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000591,1045353,140201409102,38,B30,6-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1045511,140201409102,38,B30,10-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000374,1045525,140201409102,38,B30,10-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1045601,140201409102,38,B30,11-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000357,1045746,140201409102,38,B30,12-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C16823178,1045673,140201409102,38,B30,12-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000421,1045926,140201409102,38,B30,17-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C17769214,1046162,140201409102,38,B30,19-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1046340,140201409102,38,B30,23-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1046406,140201409102,38,B30,24-Nov-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1046900,140201409102,38,B30,2-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1047359,140201409102,38,B30,7-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C16823178,1047377,140201409102,38,B30,7-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1047441,140201409102,38,B30,7-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1047438,140201409102,38,B30,7-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1047420,140201409102,38,B30,7-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77137814,1047674,140201409102,38,B30,15-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000427,1047827,140201409102,38,B30,17-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1047816,140201409102,38,B30,17-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1048428,140201409102,38,B30,30-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C16073826,1048717,140201409102,38,B30,5-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1048784,140201409102,38,B30,6-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1049428,140201409102,38,B30,12-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1049477,140201409102,38,B30,12-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C9527805,1049976,140201409102,38,B30,19-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1050079,140201409102,38,B30,21-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C7143295,1050131,140201409102,38,B30,22-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1050239,140201409102,38,B30,26-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1050338,140201409102,38,B30,27-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77137814,1050409,140201409102,38,B30,28-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1050449,140201409102,38,B30,28-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,c76834652,1050406,140201409102,38,B30,28-Jan-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76932601,1050578,140201409102,38,B30,2-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C13868799,1050611,140201409102,38,B30,2-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77233679,1050612,140201409102,38,B30,2-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76681030,1050743,140201409102,38,B30,4-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1050924,140201409102,38,B30,8-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77156269,1050925,140201409102,38,B30,8-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1050944,140201409102,38,B30,9-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1051312,140201409102,38,B30,16-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1051311,140201409102,38,B30,16-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77156269,1051473,140201409102,38,B30,19-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1051566,140201409102,38,B30,23-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77031365,1051568,140201409102,38,B30,23-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76796187,1051630,140201409102,38,B30,23-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76795701,1051635,140201409102,38,B30,23-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1051697,140201409102,38,B30,24-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1052157,140201409102,38,B30,4-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1052493,140201409102,38,B30,9-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000591,1052632,140201409102,38,B30,11-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76354840,1052717,140201409102,38,B30,12-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1052951,140201409102,38,B30,17-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C18411007,1052976,140201409102,38,B30,17-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1053263,140201409102,38,B30,22-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77233679,1053396,140201409102,38,B30,24-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000586,1053450,140201409102,38,B30,25-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000628,1053553,140201409102,38,B30,26-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76796187,1053554,140201409102,38,B30,26-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77156269,1053763,140201409102,38,B30,30-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1053733,140201409102,38,B30,30-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1054072,140201409102,38,B30,6-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77233679,1054241,140201409102,38,B30,8-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000269,1054506,140201409102,38,B30,12-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1054494,140201409102,38,B30,12-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1054640,140201409102,38,B30,13-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000586,1055169,140201409102,38,B30,21-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1055206,140201409102,38,B30,21-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C18411007,1055368,140201409102,38,B30,22-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76354840,1055299,140201409102,38,B30,22-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1055673,140201409102,38,B30,27-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77341975,1055560,140201409102,38,B30,27-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000351,1055857,140201409102,38,B30,29-Apr-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1055973,140201409102,38,B30,3-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1055972,140201409102,38,B30,3-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1056130,140201409102,38,B30,4-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1056090,140201409102,38,B30,4-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15393709,1056413,140201409102,38,B30,6-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76850581,1056558,140201409102,38,B30,10-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1056679,140201409102,38,B30,11-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77233679,1056676,140201409102,38,B30,11-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77341975,1056644,140201409102,38,B30,11-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C19666517,1056942,140201409102,38,B30,13-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C15179041,1056875,140201409102,38,B30,13-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1057317,140201409102,38,B30,18-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C18682103,1057236,140201409102,38,B30,18-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000380,1057493,140201409102,38,B30,19-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C18411007,1057803,140201409102,38,B30,25-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1057870,140201409102,38,B30,25-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C17899021,1058158,140201409102,38,B30,27-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77089862,1058665,140201409102,38,B30,31-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C17899021,1058641,140201409102,38,B30,31-May-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,T00000339,1058895,140201409102,38,B30,1-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77115739,1059316,140201409102,38,B30,3-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C10394410,1059300,140201409102,38,B30,3-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C76354840,1059662,140201409102,38,B30,8-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C9876495,1059582,140201409102,38,B30,8-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025,C77341975,1059600,140201409102,38,B30,8-Jun-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025.16248,T00000339,1037489,140201409102,38,B30,22-Jun-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025.10798,T00000380,1037633,140201409102,38,B30,24-Jun-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38024.872,T00000269,1037727,140201409102,38,B30,26-Jun-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025.05572,T00000339,1038025,140201409102,38,B30,3-Jul-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38025.10429,T00000380,1038138,140201409102,38,B30,7-Jul-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38026,C10394410,1042617,140201409102,38,B30,23-Sep-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,38026,T00000591,1046854,140201409102,38,B30,1-Dec-20,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,34223.51994,C76825371,1051560,140201409102,38,B30,23-Feb-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
5,34223.33083,C76825371,1051967,140201409102,38,B30,1-Mar-21,Cranberry Entero  Cubierta Chocolate Bitter Bl. 5Kg,Televenta,5
